,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
21787,MacAlpine Hills 02455,14770,Valid,H5,730.9,Found,2002.0,,,
21788,MacAlpine Hills 02456,14771,Valid,H5,624.8,Found,2002.0,,,
21789,MacAlpine Hills 02457,14772,Valid,L5,739.5,Found,2002.0,,,
21790,MacAlpine Hills 02458,14773,Valid,LL6,205.63,Found,2002.0,,,
21791,MacAlpine Hills 02459,14774,Valid,H6,99.25,Found,2002.0,,,
21793,MacAlpine Hills 02461,14776,Valid,L5,97.41,Found,2002.0,,,
21794,MacAlpine Hills 02462,14777,Valid,L5,49.84,Found,2002.0,,,
21795,MacAlpine Hills 02463,14778,Valid,H5,33.3,Found,2002.0,,,
21796,MacAlpine Hills 02464,14779,Valid,L5,33.96,Found,2002.0,,,
21797,MacAlpine Hills 02465,14780,Valid,H5,29.6,Found,2002.0,,,
21798,MacAlpine Hills 02466,14781,Valid,H6,16.74,Found,2002.0,,,
21799,MacAlpine Hills 02467,14782,Valid,L3,18.87,Found,2002.0,,,
21800,MacAlpine Hills 02468,14783,Valid,H5,8.66,Found,2002.0,,,
21817,MacAlpine Hills 02490,14800,Valid,L5,289.5,Found,2002.0,,,
21818,MacAlpine Hills 02491,14801,Valid,H5,347.9,Found,2002.0,,,
21819,MacAlpine Hills 02492,14802,Valid,H5,124.45,Found,2002.0,,,
21820,MacAlpine Hills 02493,14803,Valid,H5,188.78,Found,2002.0,,,
21821,MacAlpine Hills 02494,14804,Valid,L4,45.73,Found,2002.0,,,
21822,MacAlpine Hills 02495,14805,Valid,L4,56.51,Found,2002.0,,,
21823,MacAlpine Hills 02496,14806,Valid,H4,18.86,Found,2002.0,,,
21825,MacAlpine Hills 02498,14808,Valid,LL5,19.84,Found,2002.0,,,
21826,MacAlpine Hills 02499,14809,Valid,L6,26.05,Found,2002.0,,,
21827,MacAlpine Hills 02500,14810,Valid,L6,5.52,Found,2002.0,,,
21828,MacAlpine Hills 02501,14811,Valid,L3,32.38,Found,2002.0,,,
21829,MacAlpine Hills 02502,14812,Valid,H4,0.5,Found,2002.0,,,
21830,MacAlpine Hills 02503,14813,Valid,L4,7.69,Found,2002.0,,,
21831,MacAlpine Hills 02504,14814,Valid,H6,0.84,Found,2002.0,,,
21832,MacAlpine Hills 02505,14815,Valid,L5,32.22,Found,2002.0,,,
21833,MacAlpine Hills 02506,14816,Valid,H5,20.99,Found,2002.0,,,
21834,MacAlpine Hills 02507,14817,Valid,H5,12.02,Found,2002.0,,,
21835,MacAlpine Hills 02508,14818,Valid,H5,136.77,Found,2002.0,,,
21836,MacAlpine Hills 02509,14819,Valid,L3,62.41,Found,2002.0,,,
21837,MacAlpine Hills 02510,14820,Valid,L5,4.6,Found,2002.0,,,
21838,MacAlpine Hills 02511,14821,Valid,L5,1.88,Found,2002.0,,,
21839,MacAlpine Hills 02513,14822,Valid,H5,2.65,Found,2002.0,,,
21840,MacAlpine Hills 02514,14823,Valid,L5,4.49,Found,2002.0,,,
21841,MacAlpine Hills 02515,14824,Valid,H5,11.01,Found,2002.0,,,
21842,MacAlpine Hills 02516,14825,Valid,H5,2.67,Found,2002.0,,,
21843,MacAlpine Hills 02517,14826,Valid,L4,3.61,Found,2002.0,,,
21844,MacAlpine Hills 02518,14827,Valid,H5,17.68,Found,2002.0,,,
21845,MacAlpine Hills 02519,14828,Valid,H4,9.62,Found,2002.0,,,
21863,MacAlpine Hills 02540,14846,Valid,LL6,97.97,Found,2002.0,,,
21864,MacAlpine Hills 02541,14847,Valid,H5,75.59999999999998,Found,2002.0,,,
21865,MacAlpine Hills 02542,14848,Valid,H5,158.07,Found,2002.0,,,
21866,MacAlpine Hills 02543,14849,Valid,LL5,137.95,Found,2002.0,,,
21867,MacAlpine Hills 02544,14850,Valid,LL6,189.09,Found,2002.0,,,
21868,MacAlpine Hills 02545,14851,Valid,LL6,47.49,Found,2002.0,,,
21869,MacAlpine Hills 02546,14852,Valid,LL5,178.13,Found,2002.0,,,
21870,MacAlpine Hills 02547,14853,Valid,H5,377.7,Found,2002.0,,,
21871,MacAlpine Hills 02548,14854,Valid,L6,34.3,Found,2002.0,,,
21872,MacAlpine Hills 02549,14855,Valid,LL5,87.24,Found,2002.0,,,
21881,MacAlpine Hills 02560,14864,Valid,H5,3.95,Found,2002.0,,,
21882,MacAlpine Hills 02561,14865,Valid,H5,5.76,Found,2002.0,,,
21883,MacAlpine Hills 02563,14866,Valid,H5,20.42,Found,2002.0,,,
21884,MacAlpine Hills 02564,14867,Valid,H5,0.4,Found,2002.0,,,
21885,MacAlpine Hills 02565,14868,Valid,H5,0.69,Found,2002.0,,,
21886,MacAlpine Hills 02566,14869,Valid,H5,11.18,Found,2002.0,,,
21887,MacAlpine Hills 02567,14870,Valid,L4,8.04,Found,2002.0,,,
21888,MacAlpine Hills 02568,14871,Valid,L5,14.4,Found,2002.0,,,
21889,MacAlpine Hills 02569,14872,Valid,H5,92.13,Found,2002.0,,,
21890,MacAlpine Hills 02570,14873,Valid,L4,14.13,Found,2002.0,,,
21891,MacAlpine Hills 02571,14874,Valid,H5,9.99,Found,2002.0,,,
21892,MacAlpine Hills 02572,14875,Valid,H5,9.55,Found,2002.0,,,
21893,MacAlpine Hills 02573,14876,Valid,L4,5.89,Found,2002.0,,,
21894,MacAlpine Hills 02574,14877,Valid,L5,10.5,Found,2002.0,,,
21895,MacAlpine Hills 02575,14878,Valid,L5,2.79,Found,2002.0,,,
21896,MacAlpine Hills 02576,14879,Valid,L5,12.92,Found,2002.0,,,
21897,MacAlpine Hills 02577,14880,Valid,H5,4.56,Found,2002.0,,,
21898,MacAlpine Hills 02579,14881,Valid,H5,18.76,Found,2002.0,,,
21899,MacAlpine Hills 02580,14882,Valid,H5,19.42,Found,2002.0,,,
21900,MacAlpine Hills 02581,14883,Valid,L5,0.43,Found,2002.0,,,
21901,MacAlpine Hills 02582,14884,Valid,H6,0.32,Found,2002.0,,,
21902,MacAlpine Hills 02584,14885,Valid,L4,15.65,Found,2002.0,,,
21903,MacAlpine Hills 02585,14886,Valid,L4,8.53,Found,2002.0,,,
21904,MacAlpine Hills 02586,14887,Valid,H5,2.52,Found,2002.0,,,
21905,MacAlpine Hills 02587,14888,Valid,H6,0.92,Found,2002.0,,,
21906,MacAlpine Hills 02589,14889,Valid,LL5,0.66,Found,2002.0,,,
21907,MacAlpine Hills 02590,14890,Valid,LL6,58.3,Found,2002.0,,,
21908,MacAlpine Hills 02591,14891,Valid,LL6,35.23,Found,2002.0,,,
21909,MacAlpine Hills 02592,14892,Valid,L4,48.68,Found,2002.0,,,
21910,MacAlpine Hills 02593,14893,Valid,L5,36.17,Found,2002.0,,,
21911,MacAlpine Hills 02594,14894,Valid,L4,64.02,Found,2002.0,,,
21912,MacAlpine Hills 02595,14895,Valid,L5,72.9,Found,2002.0,,,
21913,MacAlpine Hills 02596,14896,Valid,H5,34.98,Found,2002.0,,,
21914,MacAlpine Hills 02597,14897,Valid,L5,58.15,Found,2002.0,,,
21915,MacAlpine Hills 02598,14898,Valid,H6,0.61,Found,2002.0,,,
21916,MacAlpine Hills 02599,14899,Valid,L5,1.58,Found,2002.0,,,
21917,MacAlpine Hills 02600,14900,Valid,H5,281.0,Found,2002.0,,,
21918,MacAlpine Hills 02601,14901,Valid,L4,328.3,Found,2002.0,,,
21919,MacAlpine Hills 02602,14902,Valid,H5,691.7,Found,2002.0,,,
21935,MacAlpine Hills 02620,14918,Valid,L5,3.03,Found,2002.0,,,
21937,MacAlpine Hills 02621,14919,Valid,H5,44.8,Found,2002.0,,,
21938,MacAlpine Hills 02622,14920,Valid,H5,42.95,Found,2002.0,,,
21939,MacAlpine Hills 02623,14921,Valid,L5,30.54,Found,2002.0,,,
21940,MacAlpine Hills 02624,14922,Valid,L4,3.86,Found,2002.0,,,
21941,MacAlpine Hills 02625,14923,Valid,H5,10.02,Found,2002.0,,,
21942,MacAlpine Hills 02626,14924,Valid,L4,9.35,Found,2002.0,,,
21943,MacAlpine Hills 02627,14925,Valid,L5,10.31,Found,2002.0,,,
21944,MacAlpine Hills 02628,14926,Valid,H5,0.07,Found,2002.0,,,
21945,MacAlpine Hills 02629,14927,Valid,L4,4.65,Found,2002.0,,,
21974,MacAlpine Hills 02660,14957,Valid,L5,3.81,Found,2002.0,,,
21975,MacAlpine Hills 02661,14958,Valid,LL6,2.69,Found,2002.0,,,
21976,MacAlpine Hills 02662,14959,Valid,L5,5.4,Found,2002.0,,,
21977,MacAlpine Hills 02663,14960,Valid,L5,4.3,Found,2002.0,,,
21978,MacAlpine Hills 02664,14961,Valid,L5,3.02,Found,2002.0,,,
21979,MacAlpine Hills 02665,14962,Valid,LL6,2.16,Found,2002.0,,,
21982,MacAlpine Hills 02668,14965,Valid,H5,11.26,Found,2002.0,,,
21983,MacAlpine Hills 02669,14966,Valid,LL5,1.42,Found,2002.0,,,
21984,MacAlpine Hills 02670,14967,Valid,H5,71.55,Found,2002.0,,,
21985,MacAlpine Hills 02671,14968,Valid,H5,101.39,Found,2002.0,,,
21986,MacAlpine Hills 02672,14969,Valid,H5,53.66,Found,2002.0,,,
21987,MacAlpine Hills 02673,14970,Valid,L5,17.2,Found,2002.0,,,
21988,MacAlpine Hills 02674,14971,Valid,L5,20.72,Found,2002.0,,,
21989,MacAlpine Hills 02675,14972,Valid,CBb,22.85,Found,2002.0,,,
21990,MacAlpine Hills 02676,14973,Valid,LL6,199.3,Found,2002.0,,,
21991,MacAlpine Hills 02677,14974,Valid,LL5,299.7,Found,2002.0,,,
21992,MacAlpine Hills 02678,14975,Valid,H5,55.68,Found,2002.0,,,
21993,MacAlpine Hills 02679,14976,Valid,H5,17.73,Found,2002.0,,,
22023,MacAlpine Hills 02710,15006,Valid,H5,0.43,Found,2002.0,,,
22024,MacAlpine Hills 02711,15007,Valid,L5,2.19,Found,2002.0,,,
22025,MacAlpine Hills 02712,15008,Valid,L4,1.06,Found,2002.0,,,
22026,MacAlpine Hills 02713,15009,Valid,H6,1.74,Found,2002.0,,,
22027,MacAlpine Hills 02714,15010,Valid,H5,0.25,Found,2002.0,,,
22028,MacAlpine Hills 02715,15011,Valid,L5,1.11,Found,2002.0,,,
22029,MacAlpine Hills 02716,15012,Valid,H6,4.53,Found,2002.0,,,
22030,MacAlpine Hills 02717,15013,Valid,L5,0.97,Found,2002.0,,,
22031,MacAlpine Hills 02718,15014,Valid,L6,1.23,Found,2002.0,,,
22032,MacAlpine Hills 02719,15015,Valid,H6,0.2,Found,2002.0,,,
22033,MacAlpine Hills 02720,15016,Valid,H6,0.09,Found,2002.0,,,
22034,MacAlpine Hills 02721,15017,Valid,H5,0.25,Found,2002.0,,,
22035,MacAlpine Hills 02722,15018,Valid,L5,1.44,Found,2002.0,,,
22036,MacAlpine Hills 02723,15019,Valid,H5,11.84,Found,2002.0,,,
22037,MacAlpine Hills 02724,15020,Valid,H6,5.55,Found,2002.0,,,
22038,MacAlpine Hills 02725,15021,Valid,L5,2.39,Found,2002.0,,,
22039,MacAlpine Hills 02727,15022,Valid,L5,1.3,Found,2002.0,,,
22040,MacAlpine Hills 02728,15023,Valid,H6,2.24,Found,2002.0,,,
22041,MacAlpine Hills 02729,15024,Valid,LL6,7.51,Found,2002.0,,,
22042,MacAlpine Hills 02730,15025,Valid,L4,10.12,Found,2002.0,,,
22043,MacAlpine Hills 02731,15026,Valid,LL5,13.34,Found,2002.0,,,
22044,MacAlpine Hills 02732,15027,Valid,L5,6.92,Found,2002.0,,,
22045,MacAlpine Hills 02733,15028,Valid,H6,2.87,Found,2002.0,,,
22046,MacAlpine Hills 02734,15029,Valid,H4,3.25,Found,2002.0,,,
22047,MacAlpine Hills 02735,15030,Valid,LL6,10.81,Found,2002.0,,,
22048,MacAlpine Hills 02736,15031,Valid,L4,25.86,Found,2002.0,,,
22049,MacAlpine Hills 02737,15032,Valid,H5,26.72,Found,2002.0,,,
22050,MacAlpine Hills 02738,15033,Valid,L4,41.44,Found,2002.0,,,
22051,MacAlpine Hills 02739,15034,Valid,H5,49.21,Found,2002.0,,,
22052,MacAlpine Hills 02740,15035,Valid,L4,281.4,Found,2002.0,,,
22053,MacAlpine Hills 02741,15036,Valid,H5,167.09,Found,2002.0,,,
22054,MacAlpine Hills 02744,15037,Valid,H5,6.11,Found,2002.0,,,
22055,MacAlpine Hills 02745,15038,Valid,H6,16.31,Found,2002.0,,,
22056,MacAlpine Hills 02746,15039,Valid,LL5,189.4,Found,2002.0,,,
22057,MacAlpine Hills 02747,15040,Valid,EL4,140.71,Found,2002.0,,,
22058,MacAlpine Hills 02748,15041,Valid,LL5,18.52,Found,2002.0,,,
22059,MacAlpine Hills 02749,15042,Valid,L4,12.76,Found,2002.0,,,
22065,MacAlpine Hills 02755,15048,Valid,CM2,3.52,Found,2002.0,,,
22070,MacAlpine Hills 02760,15053,Valid,H5,0.18,Found,2002.0,,,
22071,MacAlpine Hills 02761,15054,Valid,H5,0.3,Found,2002.0,,,
22072,MacAlpine Hills 02762,15055,Valid,H6,0.05,Found,2002.0,,,
22073,MacAlpine Hills 02763,15056,Valid,H6,0.71,Found,2002.0,,,
22074,MacAlpine Hills 02764,15057,Valid,H5,1.03,Found,2002.0,,,
22075,MacAlpine Hills 02765,15058,Valid,L5,0.69,Found,2002.0,,,
22076,MacAlpine Hills 02767,15059,Valid,L4,0.77,Found,2002.0,,,
22077,MacAlpine Hills 02768,15060,Valid,L5,0.97,Found,2002.0,,,
22078,MacAlpine Hills 02769,15061,Valid,H6,0.11,Found,2002.0,,,
22079,MacAlpine Hills 02770,15062,Valid,L4,8.46,Found,2002.0,,,
22080,MacAlpine Hills 02771,15063,Valid,L5,1.44,Found,2002.0,,,
22081,MacAlpine Hills 02772,15064,Valid,L5,0.7,Found,2002.0,,,
22082,MacAlpine Hills 02773,15065,Valid,L5,6.7,Found,2002.0,,,
22083,MacAlpine Hills 02774,15066,Valid,H5,0.34,Found,2002.0,,,
22084,MacAlpine Hills 02775,15067,Valid,L4,0.61,Found,2002.0,,,
22085,MacAlpine Hills 02776,15068,Valid,H6,0.28,Found,2002.0,,,
22086,MacAlpine Hills 02777,15069,Valid,H5,0.15,Found,2002.0,,,
22087,MacAlpine Hills 02778,15070,Valid,L6,0.14,Found,2002.0,,,
22088,MacAlpine Hills 02779,15071,Valid,CM2,0.3,Found,2002.0,,,
22089,MacAlpine Hills 02780,15072,Valid,L6,0.73,Found,2002.0,,,
22090,MacAlpine Hills 02781,15073,Valid,H5,0.17,Found,2002.0,,,
22091,MacAlpine Hills 02782,15074,Valid,L4,10.0,Found,2002.0,,,
22092,MacAlpine Hills 02783,15075,Valid,L4,0.29,Found,2002.0,,,
22093,MacAlpine Hills 02784,15076,Valid,L4,2.69,Found,2002.0,,,
22094,MacAlpine Hills 02785,15077,Valid,L4,1.29,Found,2002.0,,,
22095,MacAlpine Hills 02786,15078,Valid,L4,1.23,Found,2002.0,,,
22096,MacAlpine Hills 02787,15079,Valid,H5,0.7,Found,2002.0,,,
22097,MacAlpine Hills 02789,15080,Valid,H6,0.55,Found,2002.0,,,
22098,MacAlpine Hills 02790,15081,Valid,LL5,1.83,Found,2002.0,,,
22099,MacAlpine Hills 02791,15082,Valid,LL5,6.84,Found,2002.0,,,
22100,MacAlpine Hills 02792,15083,Valid,LL5,6.6,Found,2002.0,,,
22101,MacAlpine Hills 02793,15084,Valid,H5,12.42,Found,2002.0,,,
22102,MacAlpine Hills 02794,15085,Valid,H5,4.61,Found,2002.0,,,
22103,MacAlpine Hills 02795,15086,Valid,H5,3.58,Found,2002.0,,,
22104,MacAlpine Hills 02796,15087,Valid,H5,15.29,Found,2002.0,,,
22105,MacAlpine Hills 02797,15088,Valid,H5,0.87,Found,2002.0,,,
22106,MacAlpine Hills 02798,15089,Valid,H5,43.54,Found,2002.0,,,
22107,MacAlpine Hills 02799,15090,Valid,H5,21.48,Found,2002.0,,,
22108,MacAlpine Hills 02801,15091,Valid,LL5,13.85,Found,2002.0,,,
22109,MacAlpine Hills 02802,15092,Valid,H5,4.99,Found,2002.0,,,
22110,MacAlpine Hills 02803,15093,Valid,H5,0.09,Found,2002.0,,,
22111,MacAlpine Hills 02804,15094,Valid,H5,0.06,Found,2002.0,,,
22112,MacAlpine Hills 02805,15095,Valid,H5,0.27,Found,2002.0,,,
22113,MacAlpine Hills 02806,15096,Valid,H5,17.37,Found,2002.0,,,
22114,MacAlpine Hills 02807,15097,Valid,L4,7.57,Found,2002.0,,,
22115,MacAlpine Hills 02808,15098,Valid,L5,5.28,Found,2002.0,,,
22116,MacAlpine Hills 02809,15099,Valid,LL5,0.57,Found,2002.0,,,
22117,MacAlpine Hills 02810,15100,Valid,H5,23.79,Found,2002.0,,,
22118,MacAlpine Hills 02811,15101,Valid,L5,25.45,Found,2002.0,,,
22119,MacAlpine Hills 02812,15102,Valid,H4,46.01,Found,2002.0,,,
22120,MacAlpine Hills 02813,15103,Valid,H5,13.36,Found,2002.0,,,
22121,MacAlpine Hills 02815,15104,Valid,L4,4.9,Found,2002.0,,,
22122,MacAlpine Hills 02816,15105,Valid,H4,3.62,Found,2002.0,,,
22123,MacAlpine Hills 02817,15106,Valid,LL5,23.02,Found,2002.0,,,
22124,MacAlpine Hills 02818,15107,Valid,L5,3.76,Found,2002.0,,,
22125,MacAlpine Hills 02819,15108,Valid,H4,2.39,Found,2002.0,,,
22126,MacAlpine Hills 02820,15109,Valid,CM1/2,0.21,Found,2002.0,,,
22127,MacAlpine Hills 02821,15110,Valid,H5,4.54,Found,2002.0,,,
22128,MacAlpine Hills 02823,15111,Valid,H5,0.04,Found,2002.0,,,
22129,MacAlpine Hills 02824,15112,Valid,H5,1.61,Found,2002.0,,,
22130,MacAlpine Hills 02825,15113,Valid,H5,4.62,Found,2002.0,,,
22131,MacAlpine Hills 02826,15114,Valid,H5,7.51,Found,2002.0,,,
22132,MacAlpine Hills 02827,15115,Valid,H5,0.16,Found,2002.0,,,
22133,MacAlpine Hills 02828,15116,Valid,L5,1.93,Found,2002.0,,,
22134,MacAlpine Hills 02829,15117,Valid,H5,55.07,Found,2002.0,,,
22145,MacAlpine Hills 02840,15128,Valid,H5,6.51,Found,2002.0,,,
22146,MacAlpine Hills 02841,15129,Valid,H5,8.12,Found,2002.0,,,
22147,MacAlpine Hills 02842,15130,Valid,H5,28.06,Found,2002.0,,,
22148,MacAlpine Hills 02843,15131,Valid,H5,7.45,Found,2002.0,,,
22149,MacAlpine Hills 02844,15132,Valid,H5,18.06,Found,2002.0,,,
22150,MacAlpine Hills 02845,15133,Valid,LL5,4.25,Found,2002.0,,,
22151,MacAlpine Hills 02846,15134,Valid,H5,10.14,Found,2002.0,,,
22152,MacAlpine Hills 02847,15135,Valid,H5,4.12,Found,2002.0,,,
22153,MacAlpine Hills 02850,15136,Valid,L5,2.93,Found,2002.0,,,
22154,MacAlpine Hills 02851,15137,Valid,LL5,1.38,Found,2002.0,,,
22155,MacAlpine Hills 02852,15138,Valid,LL5,0.23,Found,2002.0,,,
22156,MacAlpine Hills 02853,15139,Valid,H6,3.37,Found,2002.0,,,
22157,MacAlpine Hills 02854,15140,Valid,CM2,0.14,Found,2002.0,,,
22158,MacAlpine Hills 02855,15141,Valid,H5,0.19,Found,2002.0,,,
22159,MacAlpine Hills 02856,15142,Valid,H5,0.17,Found,2002.0,,,
22160,MacAlpine Hills 02857,15143,Valid,L5,1.87,Found,2002.0,,,
22161,MacAlpine Hills 02858,15144,Valid,H6,2.62,Found,2002.0,,,
22162,MacAlpine Hills 02859,15145,Valid,L4,1.05,Found,2002.0,,,
22163,MacAlpine Hills 02860,15146,Valid,L5,0.22,Found,2002.0,,,
22164,MacAlpine Hills 02861,15147,Valid,H6,1.66,Found,2002.0,,,
22165,MacAlpine Hills 02862,15148,Valid,H5,4.7,Found,2002.0,,,
22166,MacAlpine Hills 02863,15149,Valid,L4,0.81,Found,2002.0,,,
22167,MacAlpine Hills 02865,15150,Valid,L4,0.13,Found,2002.0,,,
22168,MacAlpine Hills 02866,15151,Valid,H6,0.6,Found,2002.0,,,
22169,MacAlpine Hills 02867,15152,Valid,H6,2.79,Found,2002.0,,,
22171,MacAlpine Hills 02869,15153,Valid,CM1,0.36,Found,2002.0,,,
22172,MacAlpine Hills 02870,15154,Valid,H5,16.97,Found,2002.0,,,
22173,MacAlpine Hills 02871,15155,Valid,L5,13.46,Found,2002.0,,,
22174,MacAlpine Hills 02872,15156,Valid,L4,12.59,Found,2002.0,,,
22175,MacAlpine Hills 02873,15157,Valid,H6,38.7,Found,2002.0,,,
22176,MacAlpine Hills 02874,15158,Valid,L5,96.76,Found,2002.0,,,
22177,MacAlpine Hills 02875,15159,Valid,H5,80.84999999999998,Found,2002.0,,,
22178,MacAlpine Hills 02876,15160,Valid,H5,30.33,Found,2002.0,,,
22179,MacAlpine Hills 02877,15161,Valid,L5,23.47,Found,2002.0,,,
22180,MacAlpine Hills 02878,15162,Valid,H6,19.52,Found,2002.0,,,
22181,MacAlpine Hills 02879,15163,Valid,H5,7.53,Found,2002.0,,,
22182,MacAlpine Hills 02880,15164,Valid,H5,0.61,Found,2002.0,,,
22183,MacAlpine Hills 02881,15165,Valid,H6,0.45,Found,2002.0,,,
22184,MacAlpine Hills 02882,15166,Valid,L5,1.72,Found,2002.0,,,
22185,MacAlpine Hills 02883,15167,Valid,H5,0.07,Found,2002.0,,,
22186,MacAlpine Hills 02884,15168,Valid,L5,1.52,Found,2002.0,,,
22187,MacAlpine Hills 02885,15169,Valid,H5,2.05,Found,2002.0,,,
22188,MacAlpine Hills 02887,15170,Valid,L4,3.34,Found,2002.0,,,
22189,MacAlpine Hills 02888,15171,Valid,L4,1.27,Found,2002.0,,,
22190,MacAlpine Hills 02889,15172,Valid,L4,3.53,Found,2002.0,,,
22191,MacAlpine Hills 02890,15173,Valid,H5,18.91,Found,2002.0,,,
22192,MacAlpine Hills 02891,15174,Valid,H5,14.18,Found,2002.0,,,
22193,MacAlpine Hills 02892,15175,Valid,H5,52.09,Found,2002.0,,,
22194,MacAlpine Hills 02893,15176,Valid,L5,21.38,Found,2002.0,,,
22195,MacAlpine Hills 02894,15177,Valid,H5,18.22,Found,2002.0,,,
22196,MacAlpine Hills 02896,15178,Valid,H6,1.84,Found,2002.0,,,
22197,MacAlpine Hills 02897,15179,Valid,H5,1.52,Found,2002.0,,,
22198,MacAlpine Hills 02898,15180,Valid,LL5,5.22,Found,2002.0,,,
22199,MacAlpine Hills 02899,15181,Valid,H6,74.73,Found,2002.0,,,
22200,MacAlpine Hills 02900,15182,Valid,H5,33.72,Found,2002.0,,,
22201,MacAlpine Hills 02901,15183,Valid,H5,28.62,Found,2002.0,,,
22202,MacAlpine Hills 02902,15184,Valid,L5,23.57,Found,2002.0,,,
22203,MacAlpine Hills 02903,15185,Valid,H5,31.99,Found,2002.0,,,
22204,MacAlpine Hills 02904,15186,Valid,H5,33.87,Found,2002.0,,,
22205,MacAlpine Hills 02905,15187,Valid,L4,9.77,Found,2002.0,,,
22206,MacAlpine Hills 02906,15188,Valid,H5,5.14,Found,2002.0,,,
22207,MacAlpine Hills 02907,15189,Valid,L4,18.71,Found,2002.0,,,
22208,MacAlpine Hills 02908,15190,Valid,LL5,16.6,Found,2002.0,,,
22209,MacAlpine Hills 02909,15191,Valid,LL5,2.67,Found,2002.0,,,
22210,MacAlpine Hills 02910,15192,Valid,LL5,2.24,Found,2002.0,,,
22211,MacAlpine Hills 02911,15193,Valid,L4,4.86,Found,2002.0,,,
22212,MacAlpine Hills 02912,15194,Valid,L5,2.7,Found,2002.0,,,
22213,MacAlpine Hills 02913,15195,Valid,H6,0.81,Found,2002.0,,,
22214,MacAlpine Hills 02914,15196,Valid,H5,0.35,Found,2002.0,,,
22215,MacAlpine Hills 02915,15197,Valid,LL5,308.1,Found,2002.0,,,
22216,MacAlpine Hills 02916,15198,Valid,L5,96.38,Found,2002.0,,,
22217,MacAlpine Hills 02917,15199,Valid,L3,222.16,Found,2002.0,,,
22218,MacAlpine Hills 02918,15200,Valid,L4,156.95,Found,2002.0,,,
22219,MacAlpine Hills 02919,15201,Valid,L5,265.1,Found,2002.0,,,
22220,MacAlpine Hills 02920,15202,Valid,L4,106.68,Found,2002.0,,,
22221,MacAlpine Hills 02921,15203,Valid,L4,177.2,Found,2002.0,,,
22222,MacAlpine Hills 02922,15204,Valid,LL5,149.16,Found,2002.0,,,
22223,MacAlpine Hills 02923,15205,Valid,L5,188.37,Found,2002.0,,,
22224,MacAlpine Hills 02924,15206,Valid,H5,194.96,Found,2002.0,,,
22225,MacAlpine Hills 02925,15207,Valid,H5,65.5,Found,2002.0,,,
22226,MacAlpine Hills 02926,15208,Valid,H5,72.34999999999998,Found,2002.0,,,
22227,MacAlpine Hills 02928,15209,Valid,H5,53.78,Found,2002.0,,,
22228,MacAlpine Hills 02929,15210,Valid,L4,65.11,Found,2002.0,,,
22229,MacAlpine Hills 02930,15211,Valid,L4,9.03,Found,2002.0,,,
22230,MacAlpine Hills 02931,15212,Valid,H5,29.34,Found,2002.0,,,
22231,MacAlpine Hills 02932,15213,Valid,LL5,25.65,Found,2002.0,,,
22232,MacAlpine Hills 02933,15214,Valid,LL5,24.94,Found,2002.0,,,
22233,MacAlpine Hills 02934,15215,Valid,LL5,13.24,Found,2002.0,,,
22234,MacAlpine Hills 02935,15216,Valid,L5,10.12,Found,2002.0,,,
22235,MacAlpine Hills 02936,15217,Valid,H5,8.01,Found,2002.0,,,
22236,MacAlpine Hills 02937,15218,Valid,H5,7.18,Found,2002.0,,,
22237,MacAlpine Hills 02938,15219,Valid,LL5,9.83,Found,2002.0,,,
22238,MacAlpine Hills 02939,15220,Valid,H5,8.21,Found,2002.0,,,
22239,MacAlpine Hills 02940,15221,Valid,LL5,19.16,Found,2002.0,,,
22240,MacAlpine Hills 02942,15222,Valid,H5,13.55,Found,2002.0,,,
22241,MacAlpine Hills 02943,15223,Valid,L4,2.12,Found,2002.0,,,
22242,MacAlpine Hills 02944,15224,Valid,H4,4.7,Found,2002.0,,,
22243,MacAlpine Hills 02945,15225,Valid,H5,7.36,Found,2002.0,,,
22244,MacAlpine Hills 02946,15226,Valid,L5,44.13,Found,2002.0,,,
22245,MacAlpine Hills 02947,15227,Valid,L4,16.03,Found,2002.0,,,
22246,MacAlpine Hills 02948,15228,Valid,L4,15.82,Found,2002.0,,,
22247,MacAlpine Hills 02949,15229,Valid,L4,18.02,Found,2002.0,,,
22248,MacAlpine Hills 02950,15230,Valid,L5,2.4,Found,2002.0,,,
22249,MacAlpine Hills 02951,15231,Valid,L5,6.29,Found,2002.0,,,
22250,MacAlpine Hills 02953,15232,Valid,H6,15.09,Found,2002.0,,,
22251,MacAlpine Hills 02954,15233,Valid,L5,13.16,Found,2002.0,,,
22252,MacAlpine Hills 02955,15234,Valid,H5,0.69,Found,2002.0,,,
22253,MacAlpine Hills 02956,15235,Valid,H4,15.06,Found,2002.0,,,
22254,MacAlpine Hills 02957,15236,Valid,L4,12.48,Found,2002.0,,,
22255,MacAlpine Hills 02958,15237,Valid,H5,1.41,Found,2002.0,,,
22256,MacAlpine Hills 02959,15238,Valid,H5,5.45,Found,2002.0,,,
22257,MacAlpine Hills 02960,15239,Valid,LL5,3.74,Found,2002.0,,,
22258,MacAlpine Hills 02961,15240,Valid,LL6,0.29,Found,2002.0,,,
22259,MacAlpine Hills 02962,15241,Valid,H5,13.18,Found,2002.0,,,
22260,MacAlpine Hills 02964,15242,Valid,H6,2.32,Found,2002.0,,,
22261,MacAlpine Hills 041000,45347,Valid,H6,32.3,Found,2004.0,,,
22262,MacAlpine Hills 041001,45348,Valid,H5,12.4,Found,2004.0,,,
22263,MacAlpine Hills 041002,45349,Valid,H5,19.2,Found,2004.0,,,
